Content Type ,Page URL ,Page Title ,Center or Team,Topics,Tags,Collections,Events,Regions,DELETE,UUID
Video,https://milkeninstitute.org/videos/digital-age-finance-technologys-impact-asset-management,The Digital Age of Finance: Technologys Impact on Asset Management,,,"Finance, FinTech, Technology",,Asia Summit,,,af594da3-1506-44d3-b07b-e64d38f4c6da
Video,https://milkeninstitute.org/videos/real-estate-search-returns-amid-uncertainty,Real Estate: The Search for Returns Amid Uncertainty,,,"Housing , Economy",,Asia Summit,Asia,,bdc8f253-63ac-4fcd-907d-3f98a265eea0
Video,https://milkeninstitute.org/videos/investment-outlook-global-industry-titans,Investment Outlook from Global Industry Titans,,,"Economy, Finance",,Asia Summit,,,ad0f9d26-fc70-4eb1-a0f8-ac77de660242
Video,https://milkeninstitute.org/videos/giving-back-how-asias-philanthropists-are-making-impact,Giving Back: How Asias Philanthropists Are Making an Impact,,,"Philanthropy, Impact Investing, Finance",,Asia Summit,Asia,,2ff3e833-56ef-45ff-9a88-14e579947c9e
Video,https://milkeninstitute.org/videos/accelerating-infrastructure-leveraging-partnerships-and-mitigating-risks,Accelerating Infrastructure: Leveraging Partnerships and Mitigating Risks,,,Infrastructure,,Asia Summit,,,d19e7d8e-ab35-4dd5-b87d-f91f829c4995
Video,https://milkeninstitute.org/videos/artificial-intelligence-blurring-lines-between-humans-and-machines,Artificial Intelligence: Blurring the Lines Between Humans and Machines,,,"Innovation, Technology",,Asia Summit,,,7189d9f8-8010-49f8-8c6e-97f168920e59
Video,https://milkeninstitute.org/videos/dinner-program,Dinner Program,,,"Finance, Economy",,Asia Summit,,,45b303e0-c88f-4711-8a02-07c157cd8ce1
Video,https://milkeninstitute.org/videos/global-capital-markets-search-value,Global Capital Markets: The Search for Value,,,Capital Markets,,Asia Summit,,,f9da2450-2ce8-4a73-94cf-70f6140a1c46
Video,https://milkeninstitute.org/videos/new-faces-asia-leaders-transforming-region,The New Faces of Asia: Leaders Transforming the Region,,,Innovation,,Asia Summit,,,b527d01d-1204-4b8b-ab43-43f1a0ec31e3
Video,https://milkeninstitute.org/videos/credit-market-outlook-3,Credit Market Outlook,,,"Economy, Finance",,Asia Summit,Asia,,bb98d924-5abb-4862-b899-98ad8231716c
Video,https://milkeninstitute.org/videos/capturing-opportunity-asias-growing-middle-class,Capturing the Opportunity in Asias Growing Middle Class,,,"Job Creation and Workforce Development, Economic and Health Disparities",,Asia Summit,Asia,,50c9e22f-ff55-4815-b923-b64534052aac
Video,https://milkeninstitute.org/videos/fintech-disrupting-future-banking-and-finance,FinTech: Disrupting the Future of Banking and Finance,,,"FinTech, Finance, Innovation, Technology",,Asia Summit,,,5ca06538-5e13-4669-8736-36ea3f0f3ba5
Video,https://milkeninstitute.org/videos/cybersecurity-can-next-threat-be-stopped,Cybersecurity: Can the Next Threat Be Stopped?,,,"Data Collection and Privacy, Policy and Regulation, Technology",,Asia Summit,,,d9efc091-7cf6-411d-999d-5fd86402925b
Video,https://milkeninstitute.org/videos/fireside-chat-serge-pun-building-myanmar,A Fireside Chat with Serge Pun: Building Myanmar,,,Economy,,Asia Summit,Myanmar,,b12c9c19-6e27-416d-beaf-4352d0f25516
Video,https://milkeninstitute.org/videos/global-overview-navigating-uncertain-world,Global Overview: Navigating an Uncertain World,,,Economy,,Asia Summit,,,f8a7f63d-bf16-4798-9df2-82f6eacea299
Article,https://milkeninstitute.org/articles/milken-institute-appoints-edward-greissing-lead-its-public-health-effort,Milken Institute Appoints Edward Greissing to Lead Its Public Health Effort,Center for Public Health,,Public Health,Newsroom,,,,5b61023a-2cc5-4e8c-8b31-9b29a7a25423
Article,https://milkeninstitute.org/articles/milken-institute-asia-summit,Milken Institute Asia Summit,,,,Newsroom,,,DELETE,74342daf-07ec-44f9-88b1-f176b8661072
Report,https://milkeninstitute.org/reports/chinas-global-integration-and-capital-flows,Chinaâ€™s Global Integration and Capital Flows,Research Department,,"Capital Markets, Macroeconomics, Economy",,,China,,33423486-de28-4b33-a78c-ecad3d159a29
Report,https://milkeninstitute.org/reports/redefining-traditional-notions-aging-embracing-longevity-across-cultures,Redefining Traditional Notions of Aging: Embracing Longevity Across Cultures,"Asia Center, Center for the Future of Aging","Financial Wellness, Healthy Longevity","Aging, ""Diversity, Equity, and Inclusion"", Health and Wellness",,,,,ce01cdd5-0688-4c66-83d3-8dd5a4c5d47f
Report,https://milkeninstitute.org/reports/global-opportunity-index-2016,Global Opportunity Index 2016,"Research Department, Asia Center","Global Opportunity Index, Rankings","Macroeconomics, Finance",,,Asia,,2fdde3cb-3f31-4a69-b6d7-2695eed21c09
Report,https://milkeninstitute.org/reports/best-performing-cities-china-2016,Best-Performing Cities - China 2016,"Research Department, Asia Center","Best-Performing Cities, Rankings","Job Creation and Workforce Development, Technology, Education",Best-Performing Cities,,China,,cd896053-d273-4ec0-88b3-2b8e1409fd2b
Article,https://milkeninstitute.org/articles/milken-institute-addresses-forces-shaping-asia-third-asia-summit,Milken Institute Addresses the â€˜Forces Shaping Asiaâ€™ at Third Asia Summit,Asia Center,,"Capital Markets, Technology, Aging, Philanthropy",Newsroom,Asia Summit,Singapore,,c9aa9975-0f34-4a0a-a333-f437933f4271
Article,https://milkeninstitute.org/articles/former-philippines-finance-secretary-cesar-purisima-joins-milken-institute-asia-fellow,Former Philippines Finance Secretary Cesar Purisima Joins Milken Institute as Asia Fellow,Asia Center,,Finance,Newsroom,,Asia,,d87f6c70-c600-4663-aa58-d30e726efbc1
Report,https://milkeninstitute.org/reports/supply-side-defining-pathway-increasing-californias-housing-development-opportunities,The Supply Side: Defining a Pathway for Increasing Californiaâ€™s Housing Development Opportunities,Center for Regional Economics and California Center,,"Housing , Infrastructure, Energy and Environment",,,California,,d04a1d0d-6b11-4385-ba62-6a42e2557c53
Report,https://milkeninstitute.org/reports/regional-performance-over-time-thriving-and-reviving-amid-economic-challenges,Regional Performance Over Time: Thriving and Reviving Amid Economic Challenges,"Research Department, Center for Regional Economics and California Center",Rankings,"Regional Competitiveness, Job Creation and Workforce Development, Education",,,United States,,5a085004-1010-4b3e-b05d-c58b778955eb
Article,https://milkeninstitute.org/articles/public-private-partnerships-are-key-revitalizing-taiwan-economy,Public-Private Partnerships Are Key to Revitalizing the Taiwan Economy,"Research Department, Asia Center",,"Public-Private Partnerships, Finance, Job Creation and Workforce Development",Newsroom,,Asia,,942535ae-71d2-48a5-af4e-930cc44e1e2b
Article,https://milkeninstitute.org/articles/one-fix-greater-social-mobility-us-early-interventions,One Fix for Greater Social Mobility in the U.S.: Early Interventions,,,"Economy, Brain Health, Energy and Environment","Newsroom, Milken Institute Review",,United States,,c69a4422-a595-42b8-8473-89b09b882b35
Report,https://milkeninstitute.org/reports/career-technical-education-reducing-wage-inequality-and-sustaining-californias-innovation,Career Technical Education: Reducing Wage Inequality and Sustaining Californiaâ€™s Innovation-Based Economy,Center for Regional Economics and California Center,,"Education, Job Creation and Workforce Development, Innovation",,,California,,f058b072-c244-424f-b4d6-74bf93ecd990
Report,https://milkeninstitute.org/reports/dodd-frank-washington-we-have-problem,"Dodd-Frank: Washington, We Have a Problem",Research Department,,"Policy and Regulation, Finance",,,United States,,15f3bd33-cf0f-4130-8f5b-af814d5f3817
Report,https://milkeninstitute.org/reports/why-housing-reform-still-matters,Why Housing Reform Still Matters,Center for Financial Markets,,"Housing , Finance, Policy and Regulation",,,United States,,9a3f6b10-612c-4be5-bf19-1eb35fbd128c
Report,https://milkeninstitute.org/reports/legislative-approaches-housing-finance-reform,Legislative Approaches to Housing Finance Reform,Center for Financial Markets,,"Housing , Policy and Regulation, Finance",,,United States,,ab264738-ac32-417a-9bd4-231b9fb2f96f
Article,https://milkeninstitute.org/articles/milken-institute-center-financial-markets-appoints-two-new-positions,Milken Institute Center for Financial Markets Appoints Two to New Positions,Center for Financial Markets,,"Finance, Access to Capital, Housing ",Newsroom,,,,a0f4bf12-bb49-4420-aac2-60464ffa6d59
Report,https://milkeninstitute.org/reports/inflammatory-bowel-disease-giving-smarter-guide,Inflammatory Bowel Disease - A Giving Smarter Guide,Center for Strategic Philanthropy,,"Medical Research, Philanthropy",Giving Smarter Guides,,,,655a9e8e-4247-4e4e-b774-55aa8f59723e
Article,https://milkeninstitute.org/articles/can-bitcoin-technology-solve-migrant-crisis,Can Bitcoin Technology Solve the Migrant Crisis?,,,,,,,DELETE,398375c7-5955-4abd-88f0-bb581ddb7248
Article,https://milkeninstitute.org/articles/tucson-economy-sees-strongest-growth-recession,Tucson Economy Sees Strongest Growth Since the Recession,,,,,,,DELETE,4b96c83f-efa9-4162-afeb-dcf6dfecda2d
Report,https://milkeninstitute.org/reports/neurofibromatosis-type-1-giving-smarter-guide,Neurofibromatosis Type 1 - A Giving Smarter Guide,Center for Strategic Philanthropy,,"Medical Research, Brain Health, Philanthropy",Giving Smarter Guides,,,,f892e299-ffb5-4938-b2f6-2553b6fec51a
Report,https://milkeninstitute.org/reports/comment-letter-response-office-comptroller-currencys-white-paper-supporting-responsible,Comment Letter: Response to the Office of the Comptroller of the Currency's White Paper: Supporting Responsible Innovation in the Federal Banking System,Center for Financial Markets,,"Finance, Innovation, Policy and Regulation",Comment Letters,,United States,,fe330c6c-9c0a-4fdc-8634-cfbf33d335a2
Report,https://milkeninstitute.org/reports/financial-models-water-sustainability,Financial Models for Water Sustainability,Financial Innovations Labs,Financial Innovations Labs,"Innovative Financing, Energy and Environment",,,,,52f9254c-06fe-45ff-9904-0139fc3a6da1
Article,https://milkeninstitute.org/articles/milken-institute-expands-asia-appointment-two-fellows,Milken Institute Expands in Asia with Appointment of Two Fellows,Asia Center,,Economy,Newsroom,,Asia,,12e97d86-63f6-4478-aab3-46294dfde044
Video,https://milkeninstitute.org/videos/lunch-program-changes-everything-how-technology-revolutionizing-medicine,Lunch Program | This Changes Everything: How Technology Is Revolutionizing Medicine,,,"Medical Research, Technology, Telehealth, Innovation",,Global Conference,,,3fa7a3d6-85d6-4c56-9c2a-830854dec7a0
Video,https://milkeninstitute.org/videos/how-sustain-strong-growth-emerging-and-frontier-markets,How to Sustain Strong Growth in Emerging and Frontier Markets,,,Emerging and Developing Markets,,Global Conference,,,d9f37506-c271-44df-a171-585fa34c3408
Video,https://milkeninstitute.org/videos/priorities-next-us-president,Priorities for the Next U.S. President,,,"Policy and Regulation, Economy",,Global Conference,United States,,90810f64-0cc1-4650-95b3-88ef97853912
Video,https://milkeninstitute.org/videos/agent-change-california-israel-global-innovation-partnership,Agent of Change: The California-Israel Global Innovation Partnership,,,Innovative Financing,,Global Conference,,,0e8426e8-fa33-468a-95a2-09d75ebe6f91
Report,https://milkeninstitute.org/reports/millennials-who-they-are-and-their-impact-financial-services-industry,Millennials: Who They Are and Their Impact on the Financial Services Industry,Center for Financial Markets,,"Finance, Technology, FinTech",,,,,1376cf83-7f1e-4223-ac33-287976f59d4b
Article,https://milkeninstitute.org/articles/slower-growing-china-brings-new-concerns,A Slower-Growing China Brings New Concerns,,,,,,,DELETE,691ed1f5-9731-4eaa-ac04-52d174f92959
Article,https://milkeninstitute.org/articles/californias-golden-opportunity-more-foreign-investment-china,Californiaâ€™s Golden Opportunity: More Foreign Investment from China,Center for Regional Economics and California Center,,"Macroeconomics, Infrastructure",Newsroom,,"California, China",,b258c3dd-41a2-4f5d-830f-88f6d5ed0331
Report,https://milkeninstitute.org/reports/innovative-finance-address-africas-infrastructure-needs,Innovative Finance to Address Africaâ€™s Infrastructure Needs,Financial Innovations Labs,Financial Innovations Labs,"Innovative Financing, Infrastructure, Public-Private Partnerships",,,Africa,,61c68fca-508e-4a5d-b793-cc2178dff487
Report,https://milkeninstitute.org/reports/golden-opportunity-china-how-california-can-become-even-bigger-destination-chinese-foreign,A Golden Opportunity With China: How California Can Become an Even Bigger Destination for Chinese Foreign Investment,Center for Regional Economics and California Center,,"Macroeconomics, Infrastructure",,,"China, California",,ecb352bf-013f-4fbb-b2a6-7343e94ee3fa
Report,https://milkeninstitute.org/reports/do-you-own-your-home-or-does-your-mortgage-own-you,Do You Own Your Homeâ€”or Does Your Mortgage Own You?,Center for Financial Markets,Power of Ideas,Housing ,Power of Ideas,,,,fe01c9f1-3c5f-4bda-9e57-b3633389479e
Video,https://milkeninstitute.org/videos/lunch-program-future-humankind,Lunch Program | The Future of Humankind,,,"Medical Research, Technology, Innovation",,Global Conference,,,14ce80ea-5a36-4d11-a26d-a1c7a4bc5b97
Report,https://milkeninstitute.org/reports/fintech-who-regulates-it-and-why-it-matters,FinTech: Who Regulates It and Why It Matters,Center for Financial Markets,,"FinTech, Policy and Regulation",,,,,a0c4fc22-e496-49a7-b096-76cdca7eeb7f
Article,https://milkeninstitute.org/articles/ifc-milken-institute-and-george-washington-university-launch-capital-markets-certificate,"IFC, Milken Institute and The George Washington University Launch Capital Markets Certificate Program",Global Market Development,Capital Markets Training Program,"Education, Capital Markets",Newsroom,,,,c2bfcfe1-1412-4eda-ad70-74cf1cd1ee4f
Video,https://milkeninstitute.org/videos/accessing-chinas-markets,Accessing Chinas Markets,,,Capital Markets,,Global Conference,China,,a73ff845-f529-4baf-a0f3-2b4237ac1181
Video,https://milkeninstitute.org/videos/changing-energy-landscape-whats-new-normal,The Changing Energy Landscape: Whats the New Normal?,,,Energy and Environment,,Global Conference,,,213d2112-7fd7-400a-931d-81210089164a
Video,https://milkeninstitute.org/videos/public-health-key-prosperity,Public Health: The Key to Prosperity,,Meaningful Lives,"Public Health, Economy",,Global Conference,,,685490a3-ed9d-4b96-bafb-35b872f22d88
Video,https://milkeninstitute.org/videos/treasurys-war-terror-what-it-means-banking-and-global-commerce,Treasurys War on Terror: What It Means for Banking and Global Commerce,,,"Policy and Regulation, Macroeconomics",,Global Conference,,,aac48fde-060b-4696-9064-b03b54b8feb3
